id_cliente,tipo_linea,fecha_alta_movil,antiguedad_meses,departamento,provincia,distrito,ciudad_objetivo,mensualidad_pospago,promedio_recarga_mensual,deuda_actual,retrasos_6m,sin_deuda_ni_retrasos_6m_x,canal_preferido,email,email_habilitado,usuario_mi_movistar_activo,tuvo_internet_hogar,fecha_baja_internet_hogar,baja_ultimo_anio_x,baja_ultimo_anio_y,sin_reclamos_activos,sin_reclamos_6m,sin_deuda_ni_retrasos_6m_y,cumple_ticket,elegible_final,reclamos_totales,reclamo_activo,reclamo_ultimos_6m
C000050,POSPAGO,18/02/2023,35,LIMA,LIMA,LIMA,True,43.86,,57.59,2,False,PUSH_APP,cliente00050@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000051,PREPAGO,26/11/2025,1,ICA,ICA,ICA,False,,41.83,0.0,0,True,PUSH_APP,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000052,PREPAGO,25/03/2023,34,ICA,ICA,ICA,False,,117.95,0.0,0,True,WHATSAPP,cliente00052@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000053,PREPAGO,17/09/2025,4,LIMA,LIMA,LIMA,True,,77.81,41.39,1,False,SMS,,False,True,False,,False,False,True,True,False,False,False,1.0,False,False
C000054,PREPAGO,28/10/2025,2,LIMA,LIMA,LIMA,True,,75.0,73.9,2,False,EMAIL,cliente00054@mail.com,True,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000055,PREPAGO,5/10/2024,15,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,91.25,0.0,0,True,PUSH_APP,cliente00055@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000056,PREPAGO,21/07/2025,5,LIMA,LIMA,LIMA,True,,75.66,0.0,0,True,SMS,cliente00056@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000057,POSPAGO,11/04/2024,21,LIMA,LIMA,LIMA,True,87.32,,0.0,0,True,SMS,cliente00057@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000058,POSPAGO,22/11/2025,1,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,90.15,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,True,True,1.0,False,False
C000059,POSPAGO,15/04/2025,9,LIMA,LIMA,PUENTE PIEDRA,True,55.92,,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000060,POSPAGO,17/08/2025,5,LIMA,LIMA,SAN MIGUEL,True,55.98,,0.0,0,True,PUSH_APP,,False,False,False,,False,False,True,False,True,False,False,1.0,False,True
C000061,POSPAGO,5/05/2024,20,LIMA,LIMA,LIMA,True,86.61,,0.0,0,True,EMAIL,cliente00061@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000062,POSPAGO,18/04/2024,21,AREQUIPA,AREQUIPA,AREQUIPA,True,87.04,,0.0,0,True,SMS,cliente00062@mail.com,True,False,False,,False,False,True,True,True,True,False,1.0,False,False
C000063,PREPAGO,1/07/2023,30,CALLAO,CALLAO,CALLAO,True,,53.31,0.0,0,True,EMAIL,cliente00063@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000064,POSPAGO,24/08/2025,4,LIMA,LIMA,LIMA,True,116.74,,124.89,0,False,EMAIL,cliente00064@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000065,POSPAGO,17/07/2025,6,LIMA,LIMA,LIMA,True,57.08,,0.0,1,False,WHATSAPP,,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000066,POSPAGO,24/11/2025,1,CALLAO,CALLAO,CALLAO,True,127.25,,0.0,0,True,PUSH_APP,cliente00066@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000067,POSPAGO,5/11/2025,2,JUNIN,HUANCAYO,HUANCAYO,False,47.75,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000068,PREPAGO,27/07/2025,5,JUNIN,HUANCAYO,HUANCAYO,False,,99.03,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000069,POSPAGO,21/01/2024,24,LIMA,LIMA,LIMA,True,53.84,,32.93,0,False,EMAIL,cliente00069@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000070,PREPAGO,3/01/2026,0,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,62.01,0.0,1,False,PUSH_APP,,False,True,False,,False,False,True,True,False,False,False,1.0,False,False
C000071,PREPAGO,9/03/2023,34,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,58.61,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000072,POSPAGO,17/06/2024,19,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,29.9,,0.0,0,True,SMS,cliente00072@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000073,POSPAGO,27/04/2023,33,CALLAO,CALLAO,CALLAO,True,88.65,,0.0,0,True,PUSH_APP,cliente00073@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000074,PREPAGO,30/11/2025,1,LIMA,LIMA,LIMA,True,,55.27,0.0,0,True,EMAIL,cliente00074@mail.com,True,False,True,11/07/2023,False,False,True,True,True,False,False,0.0,0,0
C000075,PREPAGO,22/08/2025,4,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,62.34,0.0,0,True,SMS,cliente00075@mail.com,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000076,PREPAGO,10/08/2023,29,LIMA,LIMA,LIMA,True,,138.06,0.0,0,True,SMS,cliente00076@mail.com,True,False,False,,False,False,True,True,True,True,False,1.0,False,False
C000077,PREPAGO,12/03/2025,10,LIMA,LIMA,LIMA,True,,121.31,0.0,2,False,SMS,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000078,POSPAGO,10/01/2026,0,CALLAO,CALLAO,CALLAO,True,71.5,,0.0,0,True,PUSH_APP,cliente00078@mail.com,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000079,POSPAGO,2/01/2026,0,LORETO,MAYNAS,IQUITOS,False,165.4,,0.0,0,True,SMS,cliente00079@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000080,POSPAGO,6/09/2025,4,LIMA,LIMA,LIMA,True,63.14,,0.0,0,True,WHATSAPP,cliente00080@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000081,PREPAGO,22/10/2025,2,AREQUIPA,AREQUIPA,AREQUIPA,True,,101.4,45.23,0,False,SMS,cliente00081@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000082,PREPAGO,7/08/2025,5,LIMA,LIMA,LIMA,True,,28.03,0.0,0,True,SMS,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000083,POSPAGO,13/11/2023,26,JUNIN,HUANCAYO,HUANCAYO,False,98.7,,0.0,0,True,EMAIL,cliente00083@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000084,POSPAGO,9/01/2026,0,CALLAO,CALLAO,CALLAO,True,96.66,,0.0,0,True,SMS,cliente00084@mail.com,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000085,POSPAGO,7/09/2025,4,LIMA,LIMA,LIMA,True,78.31,,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,True,True,1.0,False,False
C000086,POSPAGO,3/05/2025,8,LIMA,LIMA,LIMA,True,40.95,,0.0,0,True,EMAIL,cliente00086@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000087,PREPAGO,3/12/2024,13,LIMA,LIMA,PUENTE PIEDRA,True,,47.86,0.0,0,True,EMAIL,cliente00087@mail.com,False,False,False,,False,False,False,False,True,False,False,2.0,True,True
C000088,PREPAGO,17/11/2025,1,LIMA,LIMA,LIMA,True,,95.9,71.51,0,False,WHATSAPP,,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000089,PREPAGO,17/05/2023,32,LIMA,LIMA,LIMA,True,,84.3,0.0,0,True,EMAIL,cliente00089@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000090,POSPAGO,23/12/2025,0,AREQUIPA,AREQUIPA,AREQUIPA,True,99.13,,15.36,0,False,EMAIL,,False,True,True,14/01/2026,True,True,True,True,False,True,False,2.0,False,False
C000091,POSPAGO,1/01/2026,0,LIMA,LIMA,LIMA,True,74.66,,19.41,2,False,WHATSAPP,,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000092,PREPAGO,13/10/2025,3,LA LIBERTAD,TRUJILLO,TRUJILLO,True,,39.2,0.0,0,True,WHATSAPP,cliente00092@mail.com,True,False,True,15/04/2024,False,False,True,True,True,False,False,0.0,0,0
C000093,PREPAGO,27/08/2025,4,LIMA,LIMA,LIMA,True,,86.15,0.0,0,True,WHATSAPP,cliente00093@mail.com,True,False,True,1/01/2025,False,False,True,True,True,True,True,1.0,False,False
C000094,PREPAGO,4/09/2025,4,CALLAO,CALLAO,CALLAO,True,,68.93,0.0,0,True,WHATSAPP,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000095,PREPAGO,27/10/2025,2,LIMA,LIMA,PUENTE PIEDRA,True,,69.32,0.0,1,False,SMS,cliente00095@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000096,POSPAGO,17/04/2025,9,LIMA,LIMA,LIMA,True,70.49,,0.0,0,True,SMS,cliente00096@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000097,POSPAGO,15/04/2025,9,CALLAO,CALLAO,CALLAO,True,99.86,,0.0,0,True,WHATSAPP,cliente00097@mail.com,True,True,False,,False,False,True,True,True,True,False,1.0,False,False
C000098,POSPAGO,23/09/2025,3,LIMA,LIMA,LIMA,True,79.76,,0.0,0,True,SMS,cliente00098@mail.com,True,True,False,,False,False,True,False,True,True,False,1.0,False,True
C000099,POSPAGO,8/10/2024,15,PIURA,PIURA,PIURA,False,140.32,,86.95,0,False,SMS,cliente00099@mail.com,True,False,False,,False,False,False,False,False,True,False,1.0,True,True
C000100,POSPAGO,7/12/2025,1,AREQUIPA,AREQUIPA,AREQUIPA,True,86.44,,0.0,1,False,SMS,cliente00100@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000101,POSPAGO,18/02/2023,35,CALLAO,CALLAO,CALLAO,True,54.83,,0.0,0,True,WHATSAPP,,False,True,True,6/09/2025,True,True,True,True,True,False,False,0.0,0,0
C000102,PREPAGO,3/04/2025,9,LIMA,LIMA,LIMA,True,,108.17,36.95,0,False,WHATSAPP,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000103,POSPAGO,24/08/2023,29,LIMA,LIMA,LIMA,True,101.38,,0.0,1,False,PUSH_APP,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000104,POSPAGO,20/12/2025,0,LIMA,LIMA,SAN MIGUEL,True,70.0,,0.0,0,True,WHATSAPP,cliente00104@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000105,PREPAGO,28/09/2025,3,AREQUIPA,AREQUIPA,AREQUIPA,True,,67.74,0.0,0,True,EMAIL,cliente00105@mail.com,True,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000106,POSPAGO,20/07/2025,5,LIMA,LIMA,LIMA,True,109.46,,0.0,0,True,SMS,cliente00106@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000107,POSPAGO,26/10/2024,14,LIMA,LIMA,LIMA,True,113.22,,0.0,0,True,WHATSAPP,cliente00107@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000108,PREPAGO,30/12/2025,0,LIMA,LIMA,LIMA,True,,90.73,129.29,0,False,EMAIL,cliente00108@mail.com,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000109,POSPAGO,4/07/2024,18,LIMA,LIMA,PUENTE PIEDRA,True,78.58,,0.0,0,True,WHATSAPP,cliente00109@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000110,POSPAGO,19/09/2024,16,LIMA,LIMA,LIMA,True,87.42,,32.02,0,False,PUSH_APP,cliente00110@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000111,POSPAGO,20/09/2023,28,LIMA,LIMA,SAN MIGUEL,True,118.56,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000112,POSPAGO,25/01/2024,24,LIMA,LIMA,LIMA,True,57.5,,0.0,0,True,SMS,cliente00112@mail.com,True,True,False,,False,False,True,True,True,False,False,1.0,False,False
C000113,PREPAGO,22/09/2025,3,LIMA,LIMA,PUENTE PIEDRA,True,,118.09,0.0,0,True,PUSH_APP,,False,True,False,,False,False,True,True,True,True,True,2.0,False,False
C000114,PREPAGO,30/07/2024,17,LIMA,LIMA,LIMA,True,,49.42,0.0,0,True,EMAIL,cliente00114@mail.com,False,False,True,25/01/2025,True,True,True,True,True,False,False,0.0,0,0
C000115,PREPAGO,10/10/2025,3,AREQUIPA,AREQUIPA,AREQUIPA,True,,99.46,0.0,0,True,WHATSAPP,cliente00115@mail.com,True,False,False,,False,False,True,True,True,True,True,1.0,False,False
C000116,PREPAGO,5/12/2024,13,LIMA,LIMA,LIMA,True,,128.5,10.95,0,False,EMAIL,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000117,PREPAGO,22/02/2024,23,LIMA,LIMA,LIMA,True,,73.59,0.0,0,True,WHATSAPP,cliente00117@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000118,POSPAGO,8/09/2024,16,LIMA,LIMA,PUENTE PIEDRA,True,123.46,,0.0,0,True,SMS,cliente00118@mail.com,True,True,False,,False,False,True,True,True,True,False,1.0,False,False
C000119,PREPAGO,13/06/2023,31,LIMA,LIMA,LIMA,True,,92.01,72.24,0,False,WHATSAPP,cliente00119@mail.com,True,False,True,19/02/2025,True,True,True,True,False,True,False,0.0,0,0
C000120,POSPAGO,24/12/2025,0,LIMA,LIMA,LIMA,True,85.25,,0.0,0,True,PUSH_APP,cliente00120@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000121,PREPAGO,3/10/2025,3,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,100.33,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000122,PREPAGO,7/07/2024,18,CUSCO,CUSCO,CUSCO,False,,61.01,0.0,0,True,EMAIL,cliente00122@mail.com,True,True,True,16/04/2022,False,False,True,True,True,False,False,0.0,0,0
C000123,POSPAGO,27/10/2025,2,LIMA,LIMA,LIMA,True,62.32,,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000124,POSPAGO,20/06/2023,31,PIURA,PIURA,PIURA,False,52.39,,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000125,POSPAGO,14/09/2023,28,LIMA,LIMA,PUENTE PIEDRA,True,94.23,,0.0,0,True,SMS,cliente00125@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000126,POSPAGO,14/03/2023,34,LIMA,LIMA,LIMA,True,87.41,,0.0,0,True,SMS,cliente00126@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000127,PREPAGO,9/08/2023,29,PUNO,PUNO,PUNO,False,,39.75,0.0,1,False,WHATSAPP,,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000128,PREPAGO,17/09/2025,4,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,36.09,0.0,0,True,PUSH_APP,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000129,POSPAGO,30/10/2025,2,PUNO,PUNO,PUNO,False,129.24,,0.0,2,False,SMS,cliente00129@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000130,POSPAGO,1/11/2023,26,LIMA,LIMA,LIMA,True,30.51,,0.0,0,True,SMS,cliente00130@mail.com,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000131,POSPAGO,11/03/2023,34,LIMA,LIMA,LIMA,True,101.0,,39.69,0,False,PUSH_APP,,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000132,POSPAGO,10/12/2023,25,LIMA,LIMA,SAN MIGUEL,True,106.06,,0.0,0,True,SMS,cliente00132@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000133,POSPAGO,9/08/2025,5,AREQUIPA,AREQUIPA,AREQUIPA,True,109.19,,0.0,0,True,WHATSAPP,cliente00133@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000134,POSPAGO,26/12/2025,0,LIMA,LIMA,LIMA,True,50.54,,0.0,1,False,EMAIL,,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000135,PREPAGO,2/03/2023,35,PIURA,PIURA,PIURA,False,,95.36,60.0,0,False,PUSH_APP,cliente00135@mail.com,True,False,True,11/05/2025,True,True,True,True,False,True,False,0.0,0,0
C000136,POSPAGO,20/08/2024,17,LIMA,LIMA,SAN MIGUEL,True,76.42,,0.0,0,True,EMAIL,cliente00136@mail.com,True,False,True,17/02/2025,True,True,True,True,True,True,False,0.0,0,0
C000137,POSPAGO,9/10/2024,15,LIMA,LIMA,LIMA,True,92.3,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
